N,P,K,temperature,humidity,ph,rainfall,label
1,76,24,22.983397248709338,25.904792692182106,5.799726368637627,110.02774788114617,kidneybeans
36,137,201,21.652858556420384,89.02361685302965,6.149836572602074,115.51412998424465,apple
23,9,48,22.504234638240153,96.14358830563411,7.435173638391708,88.87343703042771,pomegranate
74,56,52,28.29895676319288,73.29446254675146,7.046386976386709,195.22784402220404,jute
27,29,36,17.9737620540558,89.0214213293541,6.244052303007434,91.82860342879721,pomegranate
23,51,9,23.32075223557598,37.32261346110258,5.406338193731124,196.91123659939643,pigeonpeas
22,61,12,28.372288786398464,61.17736074860089,8.076542724954887,50.79280435598004,mothbeans
42,25,22,29.680767452712423,82.52427046881618,7.061571912789999,63.27571682671804,mungbean
36,5,41,28.588462072615847,94.11442939564839,5.609567943649235,143.48905493961774,coconut
0,73,22,17.44522215957691,23.754808311608585,5.419482194893518,121.8311626118702,kidneybeans
109,34,14,22.33181411470928,79.26400011062644,7.21002763174621,63.669844447088394,cotton
97,16,43,24.04692983730967,84.42582677519772,6.19220335164996,60.1553799928486,watermelon
78,42,23,21.153370118130837,75.62454013100273,6.580096389911981,119.88574864338601,maize
40,65,17,26.580564037754677,63.17740728138145,6.60584884670293,50.07005460184681,blackgram
68,44,35,25.1559962737909,88.72612191159469,7.380365455266235,198.2406518932784,rice
66,69,90,18.215649338049975,16.340372368922313,6.996860359196416,98.5441148483898,chickpea
93,57,12,23.275184735415102,67.96641885774248,6.533623237226854,58.94657598581494,maize
91,61,32,23.43889199836419,84.5425978211817,6.717400614885564,157.78275448253274,jute
14,33,33,23.091549050395404,93.01477560295476,7.664784218024875,99.23789201821018,pomegranate
116,1,56,22.957374956294974,87.69044526030684,6.8767901336183845,61.37932013504271,watermelon
23,51,19,26.86299755741865,64.07721706906452,7.696499621266151,46.099311106373804,lentil
90,67,54,24.128702986500446,84.86654526889393,5.656609239597793,109.97786469763713,banana
29,80,21,27.86521765817937,61.13290806334478,6.535058220591027,60.838379100828426,blackgram
16,43,9,27.668074134344963,45.130455952303144,5.7282814283187315,53.44902837322502,mothbeans
14,53,17,18.110177701262582,68.12259778003734,6.824285478139453,35.768249544443954,lentil
24,1,1,32.30539995297912,91.26743523040261,7.589451156587617,104.12077603632082,orange
65,48,33,26.251054292482813,67.79999628887052,7.205988507905001,215.85802160903427,jute
14,65,21,22.30485654424051,35.60838096778824,4.44009741994208,147.78816924076995,pigeonpeas
6,36,26,30.651773323809884,96.07473998176062,6.656631473182069,220.77238420359006,coconut
21,18,28,33.45619567658515,47.46922243444838,6.61450624088945,98.60051928012011,mango
31,89,13,18.32100000041301,21.1378949053648,5.376904413150384,83.05637685847503,kidneybeans
25,29,33,25.332520624776443,43.61123008295961,5.760544066384615,111.33339075719238,mango
110,3,49,26.371532592729867,80.2138313629099,6.154344981448095,38.074865425577286,watermelon
98,53,18,24.034543528096833,64.26731209732506,6.443000665894142,83.74464911597558,maize
2,16,30,19.111338907302994,86.63570538787734,5.750828435139517,123.2489186561005,pomegranate
0,66,16,20.087105581176445,31.741929884526762,6.152757276570126,137.314363561379,pigeonpeas
29,126,206,21.83459134571067,91.08480022326967,6.550972663192622,127.31090279694436,apple
13,32,47,24.203278283956056,89.87508395873729,6.836545602432556,104.93915872187443,pomegranate
16,54,19,24.64172604927803,72.76174451453721,6.458560344857595,66.4992639026469,lentil
125,52,21,22.736391113069104,75.23817276979801,7.709592232280379,86.62502511013233,cotton
122,24,57,26.94296096890072,79.41525010374545,6.681880974885034,62.5325932831965,watermelon
26,49,15,27.10765207701686,79.08060444287301,6.989772292804189,48.94834361066026,mungbean
83,69,49,29.89346496833738,83.18009096579027,6.07669067161879,99.82935758753153,banana
42,18,36,24.68621536703576,82.6981773260754,7.062314914070663,111.3417593643461,pomegranate
112,60,16,23.128914096546747,76.22732589606798,7.469472629903339,65.35381208410728,cotton
3,57,16,28.89241627280255,54.20387070820021,7.166097390411373,60.355571872765196,mothbeans
112,9,41,28.69366132959532,95.22572723058857,6.88820264430825,41.294813032185345,muskmelon
61,53,89,17.046225131861135,19.248721840325892,6.997209867040148,78.06196122946065,chickpea
87,75,45,28.67499619904292,79.16094243263312,5.941199707166445,92.46930332335387,banana
93,50,42,25.116446233978774,74.2366561464316,6.6926837433595585,207.05712645539222,jute
4,136,191,15.55263639465133,82.95170565650918,5.9229399119996575,63.081430387340184,grapes
30,147,209,32.24037415107358,79.89463120531217,6.052530416247826,66.98046904886802,grapes
12,80,16,29.833687752283907,41.49535782507034,6.486252807460438,152.73535035550213,pigeonpeas
90,67,44,30.05579323009747,82.46411691803037,5.532343282688683,98.94335490922252,banana
58,41,15,23.1863088255909,67.4332642792144,5.411157377704936,69.61910272694203,maize
90,58,47,24.393584947004697,86.9945498561738,6.765222820834154,169.91930418843077,jute
29,82,20,29.376190492555807,63.61099239691224,7.293816867650866,60.58037298746147,lentil
38,74,79,19.37476260061344,19.810807012399707,7.576852599593224,86.09198245839953,chickpea
95,34,43,27.021932443946575,84.95118232780233,6.590155376452416,189.55154706880984,jute
35,13,37,34.36017496949278,46.25771105836576,6.060654059752035,85.96608412064218,mango
16,41,19,28.09540398167888,65.13736427851788,6.240572422620724,63.85767347904736,mothbeans
109,30,13,26.949435882106826,76.14278244228973,6.684632982860581,68.02427655130009,cotton
11,36,32,30.54836409206695,88.76394356174845,5.673481008478267,210.09554502820907,coconut
14,0,12,28.567883035323124,96.33145659203007,6.777282293213341,97.47131691809888,orange
34,67,20,29.633034821120773,66.05041775749861,7.296336359858165,62.599953618895356,lentil
34,14,27,20.098370140527344,89.36616060299423,5.847245677067234,124.12029327575826,pomegranate
48,60,52,33.34065913867494,94.64813163553552,7.282725149075778,60.80898357182313,papaya
29,38,33,26.416089143226696,48.96759492893457,6.6558862602466915,106.37573433120201,mango
102,37,39,27.727924359254015,47.2762373174668,6.967632249668224,137.57042270952374,coffee
0,27,1,24.071833243199848,94.54944266336658,7.178758999726328,113.44912371003494,orange
15,18,11,8.151729654322542,88.99021780178207,6.673958973997683,134.18931598283825,orange
17,29,35,23.670534711641018,93.38096163456558,6.460231413017492,91.0707355826761,pomegranate
17,129,204,23.475382601941828,96.2670598801845,6.4113820087232085,104.90059116924056,apple
85,52,32,20.716625434758058,83.19070819673942,6.913800296555932,194.29323710278254,rice
88,36,42,26.094181564060015,92.37120390168975,7.413591238004436,155.00699360192132,jute
88,28,49,30.870695137541652,94.76114862514041,5.6755555470950965,8.81687974466925,muskmelon
30,24,21,19.86776078489188,95.09060923377216,7.9437962044768184,89.20999972171826,orange
63,54,84,18.92148181003583,18.68718529840262,6.513962804060923,70.85494609849744,chickpea
17,134,192,34.4553380762627,79.59782478719967,5.107045863621217,62.32505295662628,grapes
23,41,15,30.51953987688755,83.79421349212105,6.7738480059158475,51.36268427775864,mungbean
33,128,204,23.101261292880586,92.00130313147953,6.036738173746101,99.22922700711389,apple
0,77,12,17.17674360491145,61.36557334825887,6.224349995020871,33.03310561097611,lentil
22,17,23,27.251860436944142,100.25177324077526,6.2295503321668315,126.79005897593844,coconut
34,71,25,24.733270101541162,17.094706646447854,5.4216783282949494,84.52750149138019,kidneybeans
92,29,40,26.208520062973463,81.24413366680552,6.840355555978027,167.03570978302182,jute
4,72,23,31.64033023816508,37.49534188777398,7.148472175664946,183.92677240935936,pigeonpeas
30,133,192,36.91071070410434,79.79810317900439,5.986874084401549,62.79255286222577,grapes
82,37,27,27.48071703924866,61.33535197057455,6.202064132438884,180.59285454171692,coffee
112,65,49,27.85353270004825,84.45232089673966,5.852839970029944,124.09038502918662,banana
50,59,52,30.972844293540582,92.87664432215148,6.446324378438579,77.7317024987052,papaya
92,37,12,25.127368700951124,57.86265331131222,6.180902039805469,111.76636405698159,maize
25,0,4,21.709578362023745,92.13027932007647,6.30580556786785,109.07094612960599,orange
36,112,201,34.63454933488777,77.4284881521476,5.55533774914201,71.8846892183215,grapes
55,39,46,24.61533000605932,87.95156027651602,6.755533720840698,192.3685115094308,jute
23,75,52,43.394973957370794,92.04636669658285,7.128480699740571,213.22251917085535,papaya
80,38,18,23.641373856666807,55.825696027506964,7.4024849265904615,44.90526501876363,maize
120,77,48,26.09827086324572,86.76211108044355,6.530501751619535,118.38087483669004,banana
8,61,21,29.409228013534708,59.873535573246144,5.128652725481517,117.17952734555499,pigeonpeas
111,36,19,23.054362225783215,63.192811585759316,6.984394723824749,193.77324438790077,coffee
115,12,27,23.222871678045422,67.85967045019773,7.535564725284999,123.83461179929753,coffee
110,20,24,29.79447581027854,67.32412999127354,7.165466485244437,117.56384673454612,coffee
18,52,22,25.751499658614712,65.48016389218647,7.074689011213585,27.859547321143797,lentil
143,32,22,22.175506184793594,78.21858163689319,6.078985943611196,67.21497083296615,cotton
111,43,20,26.789277480410508,63.4115274702024,6.940225834126023,145.39604692397486,coffee
45,78,12,27.366371732388178,68.66177829148955,7.552788287113874,51.80047464089053,lentil
48,81,29,28.20990839040594,67.8874949327188,7.210263682514267,52.82617909091846,blackgram
86,20,53,26.234415352135738,87.33442914393842,6.454645508648773,49.365607425694535,watermelon
50,62,40,27.82815496467472,91.93520429826346,6.607880784684279,231.18946123554616,papaya
23,5,13,18.969870387259245,95.2887219396187,6.403745583295035,104.9129894998469,orange
83,21,48,31.1938927063483,97.01111140946185,6.487491323660178,25.54944777523978,muskmelon
86,42,40,26.003150702594926,87.46344120854556,6.2811542528761715,233.06506350523733,rice
17,22,30,35.21655396592874,49.13505009286811,4.749666884731662,94.81877035681472,mango
9,49,19,26.683620633209816,54.170511872250955,8.964395509212027,49.9878707289979,mothbeans
30,68,20,34.61237953690993,64.78439102007968,6.699157823607015,69.16686787309891,blackgram
38,55,20,34.48149320351686,59.77810412272995,7.653312138456613,70.83630324255779,blackgram
30,8,25,27.26252081914054,94.18525639583014,5.543336111040852,215.19947039139197,coconut
30,61,23,29.67153981407865,87.81238507261848,6.592536240186766,69.57935376604868,mungbean
27,15,39,19.700503302760023,87.52850313747976,5.260968796387393,94.07517847397753,pomegranate
13,60,32,20.496885559148524,62.61875231593462,6.269776642182855,56.53726721954962,lentil
76,51,8,24.49231899920894,66.6299532663704,6.7482493479486845,101.31031920405468,maize
28,9,18,29.09944429505789,89.96633942126381,6.103645065679111,172.08334803844826,coconut
8,85,13,25.846442852025124,62.2563892980945,6.458359126952607,54.09992216194283,lentil
80,46,29,23.693366512903776,80.16600838833497,7.548481265660849,204.53789013124685,rice
29,12,31,28.74237367691018,92.7852722332377,5.533690864100778,137.74677180731885,coconut
1,76,33,16.954131143119977,22.612233961706686,5.238958500778402,121.66241873354463,kidneybeans
40,147,190,22.987145658069345,94.20016667824375,6.2308904570851436,109.62299320241603,apple
27,134,204,21.09337963226774,91.33950177234951,5.892421451983666,106.45342526174866,apple
76,23,58,25.955556875037953,80.89573705066807,6.3848323363875945,45.13388885982387,watermelon
27,37,19,29.326632466400653,84.79014361843284,6.474588879370235,77.79011384016559,mungbean
23,5,23,30.27378098575907,96.79288679821562,6.228871484125161,218.83596590694702,coconut
18,37,26,27.97268687564739,49.52184673254152,4.454750012028378,90.15266874504117,mango
6,5,8,23.373439291899242,98.4488872230944,5.52755038947942,116.61517506111883,orange
0,64,14,17.251998094847977,63.63909336263716,7.22258227811488,48.584989603023075,lentil
84,86,48,31.33269042309202,71.72181627380895,6.052676936278418,89.36824507679914,banana
41,55,26,30.459576528764348,89.76775915610173,6.193093752331228,26.123887807821404,mungbean
38,78,26,30.904681799696707,67.8559886797111,7.444512028457607,74.96486579344462,blackgram
26,51,26,27.117639547184574,41.372292024971834,3.6621882777828016,77.90724800857208,mothbeans
71,47,10,28.154481735239553,74.99920097201486,5.907073998335465,94.6841302011836,maize
106,55,19,27.529261757769007,79.54901790209048,6.75484327566088,86.25413883304864,cotton
12,35,28,30.125955991607768,87.29563663065498,6.88784238463129,50.920344981031796,mungbean
31,128,195,22.084244446843208,89.40186560518094,5.484584721749124,136.66305718327584,apple
79,28,22,24.282025022793533,61.35675272828063,7.922490177300047,188.7403462966118,coffee
100,58,43,24.603445022214864,80.95796805668942,5.622620158860364,280.7259893600983,rice
63,69,23,33.19017901075381,64.39286423676316,7.8878724443203785,71.76432349147352,blackgram
37,34,32,18.73265093753514,98.91027123681948,5.199061788316022,96.86953351703974,pomegranate
111,65,47,27.059283060638727,85.95955268608373,6.438608295043058,76.1134534797606,banana
60,32,21,22.389235724517157,67.40172766754843,6.674776755082434,106.10777042280559,maize
51,49,85,19.357275953642386,17.168035702496038,7.732187153265104,68.29552523713757,chickpea
8,14,36,31.50385717157786,46.93266832763668,6.719639629459796,95.33446040825422,mango
13,69,6,20.456334779307227,21.945210423882138,5.865713731647534,121.04190400662333,kidneybeans
41,51,31,16.040861151448446,16.560272118572513,6.028201742304319,116.16052134602955,kidneybeans
5,1,10,26.107063207581618,92.91973006844972,7.38300896374493,102.18437403802427,orange
99,47,12,23.20224342614123,71.93343998029505,5.918947726684552,88.42215659971751,maize
65,43,39,27.042816356317278,78.08374490884327,6.868122542501882,254.69612027816203,rice
11,4,39,31.283531506340836,100.65250614727296,6.607798087462483,227.41812348070914,coconut
7,50,26,30.799897314086017,87.33893067249421,7.076131237220302,59.6859187038056,mungbean
146,41,9,24.56830696178671,81.26610208490534,5.777249315806558,79.42945595521603,cotton
2,75,21,21.888497030359016,15.996806568507449,5.981681821144232,137.3415165174819,kidneybeans
92,56,35,22.513280838250797,79.50471224607952,6.22784030263706,188.19042194821552,rice
54,41,21,27.021190277391298,63.97134607174557,6.338000128747574,66.21461655256222,maize
81,34,39,25.3690998028181,87.08621569893738,6.364325892252116,67.3761224958003,watermelon
14,43,13,28.243213413824,90.17327267312838,6.251057131074382,44.18058215328202,mungbean
97,85,50,30.847199910564,82.21110537639542,6.870947419726299,100.14915252071401,banana
97,83,46,27.128548525168686,75.17529393606966,6.369690479380076,84.83163222731045,banana
0,32,43,21.47463698827645,84.75556829877225,7.503953041208855,105.9931614305581,pomegranate
91,79,59,27.30836763179044,73.18119943985482,6.508427208410851,95.98305744664371,banana
58,55,36,43.53513759629183,87.49432137219597,6.462686866964339,91.48204838869661,papaya
14,15,6,11.368779756716838,90.95459616458187,8.066415789047282,102.4594701697113,orange
109,54,14,22.46793326708195,82.1444636904319,6.571293604494672,64.80422498921831,cotton
8,142,205,23.943666961691797,85.83856213382212,5.483795361447819,91.30766540842995,apple
26,58,27,28.389902106857342,57.66128975159906,7.429761058852114,80.85738845762395,blackgram
32,40,25,28.049996955747144,54.03038499586839,5.677293057033699,62.65864819621899,mothbeans
0,65,15,23.912969728809035,60.94638792729755,7.108954383057152,45.74913198999583,lentil
54,66,79,18.57943561893225,18.84632842972151,7.339012163786944,90.46639992356617,chickpea
25,56,30,25.53347658444109,61.14824909397979,7.039772241241445,48.9892745933028,lentil
20,24,25,30.482559472405754,52.6741046945176,5.606418323008572,100.95707847173756,mango
30,62,62,35.50362143854334,87.28743321576506,6.211937083571183,228.72771461847293,papaya
28,57,17,28.085664456791147,88.37573433701367,6.79004665733937,36.38891833077833,mungbean
0,43,23,28.47167724166044,81.53382050188368,6.638420794042306,29.60734896918313,mungbean
65,43,24,20.609070759371345,66.73984937310851,5.7873025601627175,75.22365187970382,maize
96,33,39,24.608051113427244,78.97931840633892,6.036315075890034,191.1610791938272,jute
58,82,81,21.6745278096285,16.803879434118166,6.999351237802215,89.23058091094758,chickpea
129,49,13,26.416378668171117,79.93545678220204,6.98189701024602,76.0932275277306,cotton
37,66,78,16.097052877930736,19.965585920149685,7.035238526012202,59.62637112722599,chickpea
20,60,17,22.53724715736821,24.18634039729352,5.83739008679925,104.14370746006995,kidneybeans
91,11,61,29.335592632073,99.2206126016129,5.996255464527544,38.39902101115602,muskmelon
57,69,5,31.252903013766662,63.938482082401705,7.638489289416476,46.090525190886396,blackgram
6,49,33,28.79629771418154,58.715328816562725,7.473729250021191,44.646892166283365,mothbeans
8,67,20,22.485491902983547,64.15222927518617,7.707466411809992,47.15797559049688,lentil
92,47,16,18.686745905330447,70.05384474586324,6.285533662732302,99.22519269126477,maize
55,62,18,28.676149894210088,61.764922390647904,6.632330522360288,64.81475888016658,blackgram
103,9,48,25.520781097312728,85.1716183145343,5.842091937674241,39.307786542966966,watermelon
14,47,24,30.908936680185413,84.2784282516055,6.524228741522444,59.62074189919681,mungbean
41,54,57,23.893106441197432,97.50455402174424,6.6009099654159815,108.75493652337065,papaya
101,42,28,27.637625906370886,70.75452417357647,6.760983659047436,169.1489145059367,coffee
9,41,23,28.10604577263917,53.83332427431092,6.0338854000699085,84.92698749320763,mango
36,72,70,20.94772776851577,17.75324820649167,7.77794701866684,80.18071071518571,chickpea
3,16,20,27.916928113328076,53.852120339169666,6.362221132461564,97.4593415905911,mango
45,68,78,22.07981230873106,18.71999393996432,7.9331157502242,103.02933160919443,chickpea
100,15,61,27.549146399259577,94.41550497112738,6.5785601748297164,10.982640762925769,muskmelon
112,86,54,25.469438851659163,81.62611649690757,5.633193197155351,90.2427123421866,banana
13,14,34,27.992077991778586,88.36958435861773,5.871771056096526,151.0563864169824,coconut
76,27,44,26.704453645049284,80.24505740139739,4.57418817096244,169.19293592690383,rice
24,76,69,19.329700364285898,11.117292406679326,8.123105897524312,90.77549292516866,chickpea
26,25,26,27.805100920643735,48.573962264269035,4.595642610363974,87.88890207131318,mango
25,53,26,31.245587320057442,71.02826059142936,7.009117295904726,78.20853096074705,blackgram
101,1,47,28.444051455395144,93.8858132125188,6.5204117548840035,40.73247533439497,muskmelon
76,58,36,21.204250704076795,89.06507032847003,6.1970691287331965,193.63234994604616,jute
44,60,53,25.197290471097773,88.78392054278751,6.381500946667178,58.97129480746904,papaya
12,24,20,31.75288377394909,92.92982232067371,5.908040324364336,133.22323536475085,orange
25,38,41,30.79059446058431,54.031647590595185,5.09282767198885,86.42055415714047,mango
2,66,25,15.401008933061691,23.31967444826433,5.262556124459618,79.84703391397566,kidneybeans
40,53,18,30.295482850571194,64.60273149749685,10.191458974657053,65.45882297111555,mothbeans
122,1,61,27.828529326052912,98.31080102164485,6.456495171433232,19.667005083684707,muskmelon
47,54,18,31.130561466171145,36.89437009694749,7.606315030690947,45.81131474397898,mothbeans
89,5,48,29.20106233982009,91.02453815269568,6.526571348307597,45.29573312861404,muskmelon
20,52,22,31.850795154591637,86.74333516130716,7.08224854179958,47.709108742122694,mungbean
29,14,10,19.15960849945616,96.04461322902696,7.277745414351495,114.16900920050757,orange
27,47,27,29.052074087783673,63.12859740751992,5.484350570708624,63.691490188179586,mothbeans
19,14,0,27.896800932573058,97.48451292611273,6.2723780186937965,119.32159617551665,orange
22,50,16,15.506159943589369,20.65751719463309,6.1521120060596255,113.7592017950163,kidneybeans
101,16,46,27.92892842254231,79.33760889737336,6.134766272384432,58.30226570234924,watermelon
13,36,12,29.746362650350296,64.31038015905158,8.48181176669,65.96698947571137,mothbeans
88,17,25,22.504438982442032,53.88564165476267,7.555067001504898,163.49987449290776,coffee
19,19,41,24.0472465383369,97.31186322999758,6.607041085073788,107.51246127914261,pomegranate
109,15,60,24.946261430064787,83.99441971668483,7.220730777766693,64.65680920030303,watermelon
70,65,39,18.653274320467336,83.46904405531897,6.970181881796407,200.97922533848353,rice
99,40,21,21.86735123531541,73.18171104689289,7.60194777824977,52.44810446398952,cotton
4,61,20,21.143270572298626,24.255468259949343,6.366086131020185,84.68009577081381,kidneybeans
66,49,10,20.16329475827856,61.02130405890546,6.7181155320690085,108.44285074950785,maize
48,75,19,30.987714253021746,58.5029767542855,7.870074308917104,66.77867892928307,blackgram
48,139,209,22.24614655884497,97.57684358043483,5.6037523473537165,123.34845798574298,apple
4,21,35,29.45252111332925,96.4983874735175,5.992688234521391,172.39725240584545,coconut
13,128,204,24.036581975387683,88.58202498451385,5.959117178297722,113.82451019397445,apple
96,19,50,27.71735224512092,95.5072993712944,6.801790504684118,34.820921524640156,muskmelon
12,14,39,17.69195251904863,90.3484046950978,7.298835879910724,102.00236866396655,pomegranate
49,141,203,22.764987759689326,94.61426223611845,5.960061943910521,107.75945651510266,apple
0,28,28,22.492375217987373,87.14356539244186,6.437093326904229,112.62554304643788,pomegranate
116,13,49,24.117997448120196,93.73255848574416,7.1469082968982205,74.19931114037564,watermelon
108,23,50,22.54564240789313,85.951107735477,6.77521405211167,42.330815238278504,watermelon
0,4,17,29.30122743637946,92.1026227047842,6.049977842717038,170.41285980185904,coconut
26,85,74,16.695513099740243,16.82133849978132,7.286573135009378,66.49970963738492,chickpea
104,7,58,25.00962356406577,80.86645240101136,6.4833449423210485,39.77543208371605,watermelon
109,40,32,24.741727798901902,66.50140015726288,6.675532735730842,155.83722685242782,coffee
27,42,23,28.57509541586818,83.33764125479188,6.23628369316863,32.509381510475,mungbean
44,72,22,29.397262449038603,65.70212988677784,6.65435336195588,59.844070381659286,blackgram
92,58,47,26.110177847716816,69.426397200862,7.3593267790908525,184.56490603573732,jute
95,36,8,23.574289153872094,52.66591923800775,5.39564234420318,114.09256916305227,maize
66,61,47,39.61501870115963,87.00287993137569,7.044067703347496,61.56551000779239,papaya
35,49,45,40.41735254627296,95.9557364076506,7.029469798493826,131.79062226496984,papaya
20,63,80,20.123650557673667,19.26157465641373,7.412883195898466,63.78661450578626,chickpea
104,62,25,25.662884815091466,73.74719730834514,6.580315308234275,57.58385993987659,maize
102,82,45,27.7356619726927,80.45399778117306,5.925536199505008,89.98576757717538,banana
36,22,19,25.65794130252436,93.40250018346862,6.024592335307859,212.10897031526451,coconut
14,60,16,23.10481502372346,46.888491899372966,7.187490450270481,160.34440054335107,pigeonpeas
41,113,209,23.55668710935729,92.96194016188342,5.30799866404367,125.16086271898419,apple
107,21,44,25.618519376980736,92.81146829720693,6.483691990702646,67.22354793293896,watermelon
52,68,85,19.85987016205663,14.932965725930785,7.004566661161161,86.94914668190933,chickpea
115,39,21,27.526543091316846,59.667777909695445,6.592859471377692,168.48916017402195,coffee
3,69,25,23.13067828148867,22.931746484490194,5.365869762578451,62.68510817514741,kidneybeans
70,63,36,25.78361971697787,81.05969402521929,6.214245778660906,190.62436828483837,jute
96,28,41,28.343107510965247,88.24492878191383,6.447729089099274,14.040297041368044,muskmelon
86,13,57,25.204665985940416,85.41136684307078,6.740807166979646,59.29713408303842,watermelon
21,38,29,32.82661736755533,52.00394918389529,4.503682561304813,79.52017454374555,mango
37,61,89,16.344903387970383,18.63637889868689,5.785409074931726,72.0635193470116,chickpea
87,40,38,27.136838775490084,60.58037344467119,6.931757845012434,129.56209488907677,coffee
41,72,50,41.362089694963814,86.36272357506024,6.7825707797747885,212.39467680569305,papaya
51,86,92,15.767638460980482,16.443483149147692,5.772437650609493,63.78847851999398,chickpea
48,67,78,17.15418463079138,19.88801838483633,5.795301952705828,59.18889633384184,chickpea
85,28,35,26.314064817186335,85.34174003640175,6.545093705942769,176.40821683376896,jute
103,11,42,25.569426091463143,92.1133317771633,6.824478682765343,58.01402256116768,watermelon
77,59,34,23.516642021306396,76.19733553905782,7.685482445427333,192.98057055679718,jute
124,14,49,28.938926669526296,95.33321676544656,6.399629513943337,36.15925566260454,muskmelon
124,28,10,24.85649777742006,86.4710965747796,7.052345628655804,81.8432829551229,cotton
74,68,47,25.128232834060352,85.27270660806397,5.44589872867353,111.37316701365631,banana
25,135,211,24.20999281428375,93.97916494518603,5.996071233333157,114.2801612591552,apple
117,29,41,26.554898786522703,79.66898914730767,5.931929090926333,31.68525930148615,watermelon
86,49,7,23.2911768894413,68.46516989529428,7.004317675966806,69.23732951348025,maize
105,48,26,28.472280438758908,55.05302048531399,7.009470565300025,184.8286929756314,coffee
8,61,16,17.080539364116415,22.69512697770817,5.305333040612523,121.48393574928726,kidneybeans
94,25,20,24.005567745799574,63.853684968790205,7.266647985870591,172.40268240995596,coffee
45,72,79,19.62868157528345,16.194300035166403,6.916669711596429,82.94096846869074,chickpea
25,78,79,18.85648955362235,15.225525521317408,6.930794574713535,70.4279615922436,chickpea
28,73,87,15.91923689121873,19.152276586455606,6.185545421674152,70.30290451789254,chickpea
22,27,34,28.951284589589353,91.34490507518693,5.839588064798605,165.78550509461178,coconut
88,60,45,18.645030584465378,83.12273562447014,7.179829690288765,261.0913452820079,rice
132,61,10,23.140929016200943,80.84615425514238,8.407438534077137,68.91627996079995,cotton
16,67,19,29.30433805049939,87.80355761349497,6.613477361091864,49.4729550207403,mungbean
24,71,23,13.66812086715817,21.705702794466337,5.756951666176144,78.64178388240431,kidneybeans
101,81,46,26.408863690649596,80.15005870963213,6.182511172671994,97.70559994671937,banana
19,78,16,18.134036543876558,34.97769008412121,6.537616883418436,98.59204360273348,pigeonpeas
3,18,49,25.678330903660253,93.4464430925419,6.926515503968946,98.23709512064906,pomegranate
2,138,196,15.863460467599534,80.2294434278145,6.118339257950152,78.16483928244983,grapes
33,67,25,29.43302252409044,42.41215032335202,5.040998087177745,109.64437933860904,pigeonpeas
0,61,31,28.13784895238626,69.28024400031126,6.74609956618329,61.417976987141216,lentil
113,12,21,23.03399089761318,61.64425124973585,7.02112846915073,127.8928613222076,coffee
106,27,47,27.04598037307527,77.70625880559236,6.45131677006891,52.039634524314444,watermelon
116,41,27,26.312914803199828,72.17303878113725,5.996516068302707,64.93085985597368,cotton
36,52,45,42.27443007943623,89.96109692766191,6.401953474123411,178.13697795668008,papaya
6,59,26,17.798630883422533,54.693227960635504,5.150263910053475,179.68118089954163,pigeonpeas
60,35,23,20.894415513056437,53.99064389059869,6.108797050331919,104.71230103263325,maize
30,73,80,17.226483304274453,9.964667453036913,7.480158699356561,92.52026986535947,chickpea
15,40,19,27.799577112132493,88.83016847528404,6.72752934542767,34.81728485440886,mungbean
70,53,51,24.31630482003216,88.33977125077007,5.995554225970972,163.88530092923267,jute
26,126,197,43.62591476918745,76.68175179452749,5.444648063517303,53.29506534622491,grapes
14,28,36,23.083752000770343,92.00600573727269,5.962552337369495,109.91060345328532,pomegranate
33,0,33,27.78338437377164,88.30927922550094,5.450638161451192,144.45929099721397,coconut
27,145,201,22.276175937831425,85.27904911553156,5.3096323308008575,111.49102569579804,apple
27,128,194,34.000706188546566,78.42593653282573,5.241630570790184,82.4584714773219,grapes
35,117,203,24.278375298807475,88.8248337899828,5.366099781653047,128.0529558494963,apple
42,56,42,41.94717640531734,87.23326079414703,6.4309333653360135,187.62321707680456,papaya
28,48,19,27.137447529254096,85.49898026265402,7.388905984478505,40.83308384778448,mungbean
26,14,35,34.54078380795618,49.65380361107151,5.383473131837438,78.30923269526784,mango
0,28,36,19.02643338150112,89.50112822127298,6.8932372222864595,104.10729327201963,pomegranate
94,36,30,26.292814487368513,74.23820166775226,7.259358840478575,177.41962131316524,jute
5,133,214,23.48968498527022,91.64970312836931,5.893329062215953,106.62549314778724,apple
8,73,18,26.852959070399105,63.268523842068646,6.86626041973675,22.951194593707196,lentil
39,27,19,25.11496105685474,95.02779235722804,5.7974114547220275,213.457281819828,coconut
43,48,59,36.74908970937783,92.38311691059852,6.637010770756213,108.42509713542034,papaya
91,79,41,24.713168942800323,82.49467614022274,6.150575269637479,110.5927506230081,banana
0,58,26,26.604043387739868,64.7305754721327,5.0238408045360625,125.92367802693897,pigeonpeas
5,117,198,41.36871959806235,79.02346940119105,5.864136458907102,71.62826650838392,grapes
85,79,56,25.978881379978482,85.88738616968973,6.0499951656427315,104.33110440979326,banana
102,32,45,28.43054055434969,88.37009991405426,6.40426722873812,9.894645728178038,muskmelon
99,36,37,24.446526673414514,80.88204039297169,6.013223779447089,189.8693379691547,jute
26,42,19,30.966703601855183,84.63567890263474,6.892673020698449,55.350465046242036,mungbean
30,124,206,15.472208535798124,78.7594482344837,6.879349244212337,91.3839905974927,grapes
34,84,76,17.060527752420715,17.38720480963181,6.9294877092239675,56.39991748662269,chickpea
